id;name;entity_id;parent_id;has_instances;init_state_id;short_name;agregate;base_class_id;target_class_id;criteria_id;data_size;data_precision;min_value;max_value;default_value;autonomous;is_collection;modified;pad_style;pad_char;pad_length;interface;kernel;param_group;tag;validator_id;input_mask;trigger_id;storage_group;init_method_id;lob_storage_group;temp_type;has_type;key_attr;data_precision_min;properties;ods_validfrom;ods_opc;ods_sequenceid
DOHOD_2NDFL;ФР Данные справки 2 НДФЛ (доходы);TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,19694E+12;;;;Z#DOHOD_2NDFL#INTERFACE.CLASS#DOHOD_2NDFL;0;;;;;;SMALL;;;;0;;;|Weight 11851|;1,476E+12;U;3,5215E+15
DOMAIN_CUPSOST;ФПД Область применимости операции NEW_CUPSOST;TYPE;;0;;1E+14;VARIANT;STRUCTURE;;;;;;;;0;0;9,23508E+11;;;;Z#DOMAIN_CUPSOST#INTERFACE.CLASS#DOMAIN_CUPSOST;0;;#IFS;;;;;;;;0;;;;-2,20899E+12;I;
DOMAIN_RESP_KEEP;ФПД Область применения NEW_CUPSOST для случая ответственного хранения ВСЕ;TYPE;;0;;1E+14;VARIANT;STRUCTURE;;;;;;;;0;0;9,24607E+11;;;;Z#DOMAIN_RESP_KEEP#INTERFACE.CLASS#DOMAIN_RESP_KEEP;0;;#IFS;;;;;;;;0;;;;-2,20899E+12;I;
DOP_REQS;Дополнительные реквизиты анкеты инвестора;TYPE;;0;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,14916E+12;;;;Z#DOP_REQS#INTERFACE.CLASS#DOP_REQS;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DOPEN_AA_REF;"Ссылка на ""Договоры открытия ан.счета""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DOG_OPEN_ANAL;;;;;;;0;0;;;;;NUMBER;0;;X;;;;;;;;0;;;;-2,20899E+12;I;
DOS_SEND_MAI_REF;"Ссылка на ""ДОС. Сообщения клиенту (EMAIL)""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DOS_SEND_MAIL;;;;;;;0;0;1,46462E+12;;;;NUMBER;0;;;;;;;;;;0;;;;1,46932E+12;U;1,4357E+15
DOS_SEND_MAIL;E-mail шлюз. Сообщения клиенту;TYPE;;1;WAIT;1,1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,46721E+12;;;;Z#DOS_SEND_MAIL#INTERFACE.CLASS#DOS_SEND_MAIL;0;DARS;;;;;SMALL;;;;0;;;|Weight 9481|;1,48447E+12;U;5,3452E+15
DOS_SEND_PAT_REF;"Ссылка на ""ДОС. Шаблоны сообщений клиенту (E-mail)""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DOS_SEND_PATTERN;;;;;;;0;0;1,4642E+12;;;;NUMBER;0;;;;;;;;;;0;;;;1,46932E+12;U;1,4357E+15
DOS_SEND_PATTERN;ДОС. Шаблоны сообщений клиенту (E-mail);TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,46056E+12;;;;Z#DOS_SEND_PATTERN#INTERFACE.CLASS#DOS_SEND_PATTERN;0;;;;;;SMALL;;;;0;;;;1,46932E+12;U;1,4357E+15
DOUBTFUL_CLIENT;Положение 321-П Сомнительные клиенты;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,36663E+12;;;;Z#DOUBTFUL_CLIENT#INTERFACE.CLASS#DOUBTFUL_CLIENT;0;321P;;;;;SMALL;;;;0;;;|Weight 14|;1,476E+12;U;3,5215E+15
DQ_DOCS_ARR;"Массив ""Квитовка остатков. Документы""";TYPE;;0;;1E+23;;COLLECTION;QD_DOCS;;;;;;;0;0;1,47389E+12;;;;NUMBER;0;;;;;;;;;;0;;;;1,4796E+12;U;4,837E+15
DQ_DOCS_REF;"Ссылка на ""Квитовка остатков. Документы""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;QD_DOCS;;;;;;;0;0;1,47128E+12;;;;NUMBER;0;;;;;;;;;;0;;;;1,4796E+12;U;4,837E+15
DS;Дата + Сумма;TYPE;;1;;1E+20;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,48831E+12;;;;Z#DS#INTERFACE.CLASS#DS;0;;;;;;SMALL;;;;0;;;|Weight 263|;1,48928E+12;U;5,6953E+15
DS_ARR;"Массив ""Дата + Сумма""";TYPE;;0;;1E+23;;COLLECTION;DS;;;;;;;0;0;;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DT_F_IND_KRT;"Зарплата. Данные для отчета ""Индивидуальная карточка учета сумм""";TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,03175E+12;;;;Z#DT_F_IND_KRT#INTERFACE.CLASS#DT_F_IND_KRT;0;SALARY;;;;;SMALL;;;;0;;;|Weight 2|;1,476E+12;U;3,5215E+15
DT_PAY_PERIO_REF;"Ссылка на ""Договоры регулярных платежей. Периоды времени для перечисления.""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DT_PAY_PERIOD;;;;;;;0;0;1,35817E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DT_PAY_PERIOD;Договоры регулярных платежей. Периоды времени для перечисления.;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,24455E+12;;;;Z#DT_PAY_PERIOD#INTERFACE.CLASS#DT_PAY_PERIOD;0;;DOG_TRANS_CONS;;;;SMALL;;;;0;;;|Weight 2|;1,476E+12;U;3,5215E+15
DUBIOS_CLNT_ARR;"Массив ""История контроля клиентов""";TYPE;;0;;1E+23;;COLLECTION;JOUR_DUBIOS_CLNT;;;;;;;0;0;1,3637E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DUMMY;DUMMY;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,07175E+12;;;;Z#DUMMY#INTERFACE.CLASS#DUMMY;0;;;;;;SMALL;;;;0;;;|Weight 48403|;1,476E+12;U;3,5215E+15
DUTY_ACC;Ответственные по счетам для назначения;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,05162E+12;;;;Z#DUTY_ACC#INTERFACE.CLASS#DUTY_ACC;0;;;;;;SMALL;;;;0;;;|Weight 12|;1,476E+12;U;3,5215E+15
DUTY_ACC_DEP;Ответственные по счетам (подразделениям);TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,17828E+12;;;;Z#DUTY_ACC_DEP#INTERFACE.CLASS#DUTY_ACC_DEP;0;;;;;;SMALL;;;;0;;;|Weight 65|;1,476E+12;U;3,5215E+15
DUTY_ACC_DEP_ARR;"Массив ""Ответственные по счетам(подразделениям)""";TYPE;;0;;1E+23;;COLLECTION;DUTY_ACC_DEP;;;;;;;0;0;1,24888E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DUTY_ACC_DEP_REF;"Ссылка на ""Ответственные по счетам(по подразделению)""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DUTY_ACC_DEP;103528260;;;;;;0;0;1,17813E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DVB_HOOK_BANK;ДВБ. Расширения. Банк;SYSTEM;HOOK_BANK;1;;1,00001E+19;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,41475E+12;;;;Z#DVB_HOOK_BANK#INTERFACE.CLASS#DVB_HOOK_BANK;0;;;;;;SMALL;;;;0;;;|Weight 1|;1,476E+12;U;3,5215E+15
DVD_TYPE;ФПД Типы выплаты дивидендов;TYPE;DIRECTORIES;1;;1,00001E+19;STRUCTURE;STRUCTURE;;;;;;;;0;0;9,20466E+11;;;;Z#DVD_TYPE#INTERFACE.CLASS#DVD_TYPE;0;STOCK;X#IFS#;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DVD_TYPE_REF;"Ссылка на ""ФПД Типы выплаты дивидендов""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DVD_TYPE;;;;;;;0;0;;;;;NUMBER;0;;X;;;;;;;;0;;;;-2,20899E+12;I;
DW0;DW0. Настройки;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,20638E+12;;;;Z#DW0#INTERFACE.CLASS#DW0;0;;;;;;SMALL;;;;0;;;|Weight 134|;1,476E+12;U;3,5215E+15
DW0_DATA;DW0. Данные;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,203E+12;;;;Z#DW0_DATA#INTERFACE.CLASS#DW0_DATA;0;;;;;;SMALL;;;;0;;;|Weight 22016|;1,476E+12;U;3,5215E+15
DW0_DATA_ARR;"Массив ""DW0. Данные""";TYPE;;0;;1E+23;;COLLECTION;DW0_DATA;;;;;;;0;0;1,20126E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DW0_EXPORT;DW0. Выгрузки;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,20301E+12;;;;Z#DW0_EXPORT#INTERFACE.CLASS#DW0_EXPORT;0;;;;;;SMALL;;;;0;;;|Weight 494|;1,476E+12;U;3,5215E+15
DW0_EXPORT_ARR;"Массив ""DW0. Выгрузки""";TYPE;;0;;1E+23;;COLLECTION;DW0_EXPORT;;;;;;;0;0;1,20126E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DW0_EXPORT_REF;"Ссылка на ""DW0. Выгрузки""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DW0_EXPORT;;;;;;;0;0;1,20127E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DW0_HISTORY;DW0. История;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,20637E+12;;;;Z#DW0_HISTORY#INTERFACE.CLASS#DW0_HISTORY;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DW0_JOB;DW0. Серия;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,20301E+12;;;;Z#DW0_JOB#INTERFACE.CLASS#DW0_JOB;0;;;;;;SMALL;;;;0;;;|Weight 5|;1,476E+12;U;3,5215E+15
DW0_PATTERN;DW0. Шаблон;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,20309E+12;;;;Z#DW0_PATTERN#INTERFACE.CLASS#DW0_PATTERN;0;;;;;;SMALL;;;;0;;;|Weight 16|;1,476E+12;U;3,5215E+15
DW0_PATTERN_ARR;"Массив ""DW0. Шаблон""";TYPE;;0;;1E+23;;COLLECTION;DW0_PATTERN;;;;;;;0;0;1,20301E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DW0_PATTERN_REF;"Ссылка на ""DW0. Шаблон""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DW0_PATTERN;;;;;;;0;0;1,20301E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DW0_PROCESS;DW0. Процессы;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,20739E+12;;;;Z#DW0_PROCESS#INTERFACE.CLASS#DW0_PROCESS;0;;;;;;SMALL;;;;0;;;|Weight 59|;1,476E+12;U;3,5215E+15
DW0_REF;"Ссылка на ""DW0. Настройки""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;DW0;;;;;;;0;0;1,20301E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
DW0_REQ;DW0. Требования;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,2029E+12;;;;Z#DW0_REQ#INTERFACE.CLASS#DW0_REQ;0;;;;;;SMALL;;;;0;;;|Weight 4458|;1,476E+12;U;3,5215E+15
DWOD_ACC_ARRAY;DW0.ПСЭ. Резервирование: Счета договора (по массиву);TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_ACC_ARRAY#INTERFACE.CLASS#DWOD_ACC_ARRAY;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_ACCOUNTS;DW0.ПСЭ. Лицевые счета, ссылки;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_ACCOUNTS#INTERFACE.CLASS#DWOD_ACCOUNTS;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_ADDRESS;DW0.ПСЭ. Адреса;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_ADDRESS#INTERFACE.CLASS#DWOD_ADDRESS;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_BRANCH;DW0.ПСЭ. Филиалы;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_BRANCH#INTERFACE.CLASS#DWOD_BRANCH;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_BS;DW0.ПСЭ. Балансовые счета;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_BS#INTERFACE.CLASS#DWOD_BS;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CALC_PRC;DW0.ПСЭ. Кредиты, привлечение/размещение: Журнал начисленных процентов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CALC_PRC#INTERFACE.CLASS#DWOD_CALC_PRC;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CASH_SYMB;DW0.ПСЭ. Символы кассы;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CASH_SYMB#INTERFACE.CLASS#DWOD_CASH_SYMB;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CL_DISPOSIT;DW0.ПСЭ. Характер отношений с банком;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CL_DISPOSIT#INTERFACE.CLASS#DWOD_CL_DISPOSIT;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CL_PERIOD;DW0.ПСЭ. Клиент + период;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CL_PERIOD#INTERFACE.CLASS#DWOD_CL_PERIOD;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CLIENT;DW0.ПСЭ. Клиенты;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CLIENT#INTERFACE.CLASS#DWOD_CLIENT;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_COMSTAT_PRD;DW0.ПСЭ. Обобщенные статусы;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_COMSTAT_PRD#INTERFACE.CLASS#DWOD_COMSTAT_PRD;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_COUNTRY;DW0.ПСЭ. Страна;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_COUNTRY#INTERFACE.CLASS#DWOD_COUNTRY;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CR_REASON;DW0.ПСЭ. Кредиты: основания кредитования;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CR_REASON#INTERFACE.CLASS#DWOD_CR_REASON;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CRED_KIND;DW0.ПСЭ. Кредиты: Виды кредитов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CRED_KIND#INTERFACE.CLASS#DWOD_CRED_KIND;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CRED_OBJ;DW0.ПСЭ. Кредиты: Объекты кредитования;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CRED_OBJ#INTERFACE.CLASS#DWOD_CRED_OBJ;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CREDITS;DW0.ПСЭ. Кредиты: Привлечение и размещение средств;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CREDITS#INTERFACE.CLASS#DWOD_CREDITS;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CUR_RATES;DW0.ПСЭ. Журнал переоценки;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CUR_RATES#INTERFACE.CLASS#DWOD_CUR_RATES;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_CURRENCY;DW0.ПСЭ. Валюта;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_CURRENCY#INTERFACE.CLASS#DWOD_CURRENCY;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_DEPART;DW0.ПСЭ. Подразделения;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_DEPART#INTERFACE.CLASS#DWOD_DEPART;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_DEPOSITS;DW0.ПСЭ. Депозиты: Привлеченные и размещенные средства;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_DEPOSITS#INTERFACE.CLASS#DWOD_DEPOSITS;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_DOC_STATE;DW0.ПСЭ. Состояние документа;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_DOC_STATE#INTERFACE.CLASS#DWOD_DOC_STATE;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_DOCUMENTS;DW0.ПСЭ. Документы проведенные;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_DOCUMENTS#INTERFACE.CLASS#DWOD_DOCUMENTS;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_FACT_OPER;DW0.ПСЭ. Гарантии: фактические операции;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_FACT_OPER#INTERFACE.CLASS#DWOD_FACT_OPER;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_GROUP_LINK;DW0.ПСЭ. Группы взаимосвязанных клиентов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_GROUP_LINK#INTERFACE.CLASS#DWOD_GROUP_LINK;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_GUARANTEES;DW0.ПСЭ. Гарантии и поручительства;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_GUARANTEES#INTERFACE.CLASS#DWOD_GUARANTEES;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_HIST_PO;DW0.ПСЭ. Кредиты, привлечение/размещение: История плановых операций;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_HIST_PO#INTERFACE.CLASS#DWOD_HIST_PO;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_KIND_L_PORT;DW0.ПСЭ. Виды портфелей однородных ссуд;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,20742E+12;;;;Z#DWOD_KIND_L_PORT#INTERFACE.CLASS#DWOD_KIND_L_PORT;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_PLAN_ACC;DW0.ПСЭ. Разделы;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_PLAN_ACC#INTERFACE.CLASS#DWOD_PLAN_ACC;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_PLAN_OPER;DW0.ПСЭ. Депозиты: Плановые операции;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_PLAN_OPER#INTERFACE.CLASS#DWOD_PLAN_OPER;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_PRD_IO;DW0.ПСЭ. Сроки размещения (привлечения) средств;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_PRD_IO#INTERFACE.CLASS#DWOD_PRD_IO;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_PROL_CONT;DW0.ПСЭ. Кредиты, привлечение и размещение. Пролонгации договора;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_PROL_CONT#INTERFACE.CLASS#DWOD_PROL_CONT;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_PTL;DW0.ПСЭ. Доля обеспечения на кредитный договор (массив);TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_PTL#INTERFACE.CLASS#DWOD_PTL;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_PTL_HIST;DW0.ПСЭ. Запись в истории изменения долей обеспечения (массив);TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_PTL_HIST#INTERFACE.CLASS#DWOD_PTL_HIST;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_REGION;DW0.ПСЭ. ОКАТО;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_REGION#INTERFACE.CLASS#DWOD_REGION;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_RES_BASE_AC;DW0.ПСЭ. Резервирование;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_RES_BASE_AC#INTERFACE.CLASS#DWOD_RES_BASE_AC;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_RES_BASE_AM;DW0.ПСЭ. Резервирование. Сумма расчетной базы;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_RES_BASE_AM#INTERFACE.CLASS#DWOD_RES_BASE_AM;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_RES_PORT;DW0.ПСЭ. Резервирование. Портфель однородных требований;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_RES_PORT#INTERFACE.CLASS#DWOD_RES_PORT;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_RISK_HIST;DW0.ПСЭ. Гарантии. История групп риска;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_RISK_HIST#INTERFACE.CLASS#DWOD_RISK_HIST;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_RKO;DW0.ПСЭ. Расчетно-кассовое обслуживание;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_RKO#INTERFACE.CLASS#DWOD_RKO;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_RKO_LIM;DW0.ПСЭ. Ограничения по договорам РКО;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_RKO_LIM#INTERFACE.CLASS#DWOD_RKO_LIM;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_SIM_LIST;DW0.ПСЭ. Договоры портфеля однородных ссуд;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_SIM_LIST#INTERFACE.CLASS#DWOD_SIM_LIST;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_SIM_LP;DW0.ПСЭ. Портфели однородных ссуд;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,20751E+12;;;;Z#DWOD_SIM_LP#INTERFACE.CLASS#DWOD_SIM_LP;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_SOURCE_CRED;DW0.ПСЭ. Кредиты:Источники кредитования;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_SOURCE_CRED#INTERFACE.CLASS#DWOD_SOURCE_CRED;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_SPR_OKATO;DW0.ПСЭ. Коды ОКАТО;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_SPR_OKATO#INTERFACE.CLASS#DWOD_SPR_OKATO;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
DWOD_SPR_OKFS;DW0.ПСЭ. Коды ОКФС;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;;;;;Z#DWOD_SPR_OKFS#INTERFACE.CLASS#DWOD_SPR_OKFS;0;DWO_IMPORT;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
