id;name;entity_id;parent_id;has_instances;init_state_id;short_name;agregate;base_class_id;target_class_id;criteria_id;data_size;data_precision;min_value;max_value;default_value;autonomous;is_collection;modified;pad_style;pad_char;pad_length;interface;kernel;param_group;tag;validator_id;input_mask;trigger_id;storage_group;init_method_id;lob_storage_group;temp_type;has_type;key_attr;data_precision_min;properties;ods_validfrom;ods_opc;ods_sequenceid
A_DOC_STATE_REF;"Ссылка на ""Состояния административных дел РЦ""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ADM_DOCUM_STATE;;;;;;;0;0;1,08759E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
A_PROD_REF;"Ссылка на ""Продукты""";TYPE;;1;;1E+14;REFERENCE;REFERENCE;PRODUCT;;;;;;;0;0;8,83613E+11;;;;NUMBER;0;;CORE;;;;SMALL;;;;0;;;|Weight 174059589|;1,48447E+12;U;5,3452E+15
A_PROD_REF_ARR;"Массив ""Ссылка на ""Продукты""""";TYPE;;0;;1E+23;;COLLECTION;A_PROD_REF;;;;;;;0;0;1,10908E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
A_SPXSELECTCARBA;Интерфейсы. ЕКС - Аналитка. SPX_SELECTCARRY_BASE;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,3872E+12;;;;Z#A_SPXSELECTCARBA#INTERFACE.CLASS#A_SPXSELECTCARBA;0;;;;;;;;;P;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
A_SYSTEM;ЦАС НСИ. Справочник автоматизированных систем;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,22357E+12;;;;Z#A_SYSTEM#INTERFACE.CLASS#A_SYSTEM;0;AS_FNS;;;;;SMALL;;;;0;;;|Weight 144|;1,476E+12;U;3,5215E+15
A_SYSTEM_REF;"Ссылка на ""АС ФНС Справочник автоматизированных систем""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;A_SYSTEM;;;;;;;0;0;1,22105E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
AB_FORMAT;Абонент - структура каталогов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,10138E+12;;;;Z#AB_FORMAT#INTERFACE.CLASS#AB_FORMAT;0;;AB_FORMAT;;;;SMALL;;;;0;;;|Weight 5983|;1,476E+12;U;3,5215E+15
AB_FORMAT_ARR;"Массив ""Абонент - структура каталогов""";TYPE;;0;;1E+23;;COLLECTION;AB_FORMAT;;;;;;;0;0;1,10147E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ABO_DEV_DATA;ОП Разработочная таблица (Ф-110, Ф-112, Ф-113, Ф-125). Предварительные данные. Корректировки.;TYPE;REPS_DATA;1;;1,00001E+19;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,08316E+12;;;;Z#ABO_DEV_DATA#INTERFACE.CLASS#ABO_DEV_DATA;0;REPS;;;;;SMALL;;;;0;;;|Weight 48|;1,476E+12;U;3,5215E+15
ABO_DEV_DATA_REF;"Ссылка на ""ОП Разработочная таблица (Ф-110, Ф-112, Ф-113, Ф-125). Предварительные данные. Корректировки.""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ABO_DEV_DATA;;;;;;;0;0;1,0652E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ABO_DEV_TUN_REF;"Ссылка на ""ОП Разработочная таблица (Ф-110, Ф-112, Ф-113, Ф-125). Настройка""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ABO_DEV_TUNING;;;;;;;0;0;1,0652E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ABO_DEV_TUNING;ОП Разработочная таблица (Ф-110, Ф-112, Ф-113, Ф-125). Настройка;TYPE;REPS_TUNING;1;;1,00001E+19;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,0652E+12;;;;Z#ABO_DEV_TUNING#INTERFACE.CLASS#ABO_DEV_TUNING;0;REPS;;;;;SMALL;;;;0;;;|Weight 1432|;1,476E+12;U;3,5215E+15
ABO_PM_TUN;ОП Настройки +/-;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,06728E+12;;;;Z#ABO_PM_TUN#INTERFACE.CLASS#ABO_PM_TUN;0;;;;;;SMALL;;;;0;;;|Weight 2581|;1,476E+12;U;3,5215E+15
ABO_PM_TUN_ARR;"Массив ""ОП Настройки +/-""";TYPE;;0;;1E+23;;COLLECTION;ABO_PM_TUN;;;;;;;0;0;1,06728E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ABONENT;Абонент;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,43458E+12;;;;Z#ABONENT#INTERFACE.CLASS#ABONENT;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
AC_4_COUP_CL;ФПД Счета депо для гашения купона;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;9,94947E+11;;;;Z#AC_4_COUP_CL#INTERFACE.CLASS#AC_4_COUP_CL;0;;#IFS#;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
AC_4_COUP_CL_ARR;"Массив ""ФПД Счета депо для гашения купона""";TYPE;;0;;1E+23;;COLLECTION;AC_4_COUP_CL;;;;;;;0;0;9,95814E+11;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
AC_ARREST;Арестованые счета;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,3661E+12;;;;Z#AC_ARREST#INTERFACE.CLASS#AC_ARREST;0;;;;;;SMALL;;;;0;;;|Weight 500687|;1,48447E+12;U;5,3452E+15
AC_ARREST_ARR;"Массив ""Арестованые счета""";TYPE;;0;;1E+23;;COLLECTION;AC_ARREST;;;;;;;0;0;1,36456E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
AC_ARREST_REF;"Ссылка на ""Арестованые счета""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;AC_ARREST;;;;;;;0;0;1,3669E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
AC_FIN;Финансовые счета;ACCOUNT;ACCOUNT;1;;1,0011E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,37682E+12;;;;Z#AC_FIN#INTERFACE.CLASS#AC_FIN;0;;;;;;LARGE;;;;0;;;|Weight 170796323|;1,48447E+12;U;5,3452E+15
AC_FIN_CRRLTN;Переход на 302-П. Соответствие финансовых счетов нового и старого плана счетов;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,32222E+12;;;;Z#AC_FIN_CRRLTN#INTERFACE.CLASS#AC_FIN_CRRLTN;0;302-P;;;;;SMALL;;;;0;;;|Weight 1535531|;1,476E+12;U;3,5215E+15
AC_FIN_REF;"Ссылка на ""Финансовые счета""";TYPE;;1;;1E+14;REFERENCE;REFERENCE;AC_FIN;;;;;;;0;0;1,03169E+12;;;;NUMBER;0;;CORE;;;;MEDIUM;;;;0;;;|Weight 23843490|;1,48447E+12;U;5,3452E+15
AC_MAT;Материальные счета;ACCOUNT;ACCOUNT;1;;1,0011E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,31772E+12;;;;Z#AC_MAT#INTERFACE.CLASS#AC_MAT;0;;;;;;SMALL;;;;0;;;|Weight 10772727|;1,48447E+12;U;5,3452E+15
AC_OFF;Аналитические счета резервирования;ACCOUNT;AC_FIN;1;;1,1E+20;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,06389E+12;;;;Z#AC_OFF#INTERFACE.CLASS#AC_OFF;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
AC_OVP_RQ_1;Выгрузка в АСУ ОВП;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,42247E+12;;;;Z#AC_OVP_RQ_1#INTERFACE.CLASS#AC_OVP_RQ_1;0;ASU_OVP;;;;;SMALL;;;;0;;;|Weight 995084|;1,48447E+12;U;5,3452E+15
AC_PPS;Аналитические счета ППС;ACCOUNT;AC_FIN;1;;1,0011E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,06329E+12;;;;Z#AC_PPS#INTERFACE.CLASS#AC_PPS;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
AC_PPS_REF;"Ссылка на ""Аналитические счета ППС""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;AC_PPS;;;;;;;0;0;1,05534E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
AC_TAX;Аналитические счета НУ;ACCOUNT;AC_FIN;1;;1,1E+20;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,06261E+12;;;;Z#AC_TAX#INTERFACE.CLASS#AC_TAX;0;;NU25;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
AC_TAX_REF;"Ссылка на ""Аналитические счета НУ""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;AC_TAX;;;;;;;0;0;1,01342E+12;;;;NUMBER;0;;HK25;;;;;;;;0;;;;-2,20899E+12;I;
ACC_2L_2MCA_ARR;"Массив ""Пользователи. Доступ в ТЯ1""""";TYPE;;0;;1E+23;;COLLECTION;USERS_2L_2MCA;;;;;;;0;0;1,33622E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_365_PRINT;Положение 365-П. Счета для печати (grid);TYPE;;0;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,50004E+12;;;;Z#ACC_365_PRINT#INTERFACE.CLASS#ACC_365_PRINT;0;;;;;;;;;;0;;;;1,50622E+12;U;7,0276E+15
ACC_365_WORK;Положение 365-П. Счета для обработки (grid);TYPE;;0;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,39204E+12;;;;Z#ACC_365_WORK#INTERFACE.CLASS#ACC_365_WORK;0;;;;;;;;;;0;;;;1,4917E+12;U;5,8838E+15
ACC_61209_TUNING;ОП Расшифровка счета 61209. Настройка;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,36301E+12;;;;Z#ACC_61209_TUNING#INTERFACE.CLASS#ACC_61209_TUNING;0;REPS;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_AB_SBERMP;(Биллинг) Счета абонента SberMP;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,10132E+12;;;;Z#ACC_AB_SBERMP#INTERFACE.CLASS#ACC_AB_SBERMP;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_AB_SIMMP_ARR;"(Биллинг) Массив "" Счета абонента Simmp""";TYPE;;0;;1E+23;;COLLECTION;ACC_AB_SBERMP;;;;;;;0;0;1,09153E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_AMOUNT;ФПД Разбивка по количеству ЦБ на аналитических счетах депо;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,03703E+12;;;;Z#ACC_AMOUNT#INTERFACE.CLASS#ACC_AMOUNT;0;;;;;;SMALL;;;;0;;;|Weight 407|;1,476E+12;U;3,5215E+15
ACC_AMOUNT_ARR;"Массив ""ФПД Разбивка по количеству ЦБ на аналитических счетах депо""";TYPE;;0;;1E+23;;COLLECTION;ACC_AMOUNT;;;;;;;0;0;9,73174E+11;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_BLIC;Счета по блиц переводам;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,31231E+12;;;;Z#ACC_BLIC#INTERFACE.CLASS#ACC_BLIC;0;;;;;;SMALL;;;;0;;;|Weight 2660836|;1,48447E+12;U;5,3452E+15
ACC_BOLL_2;Счет+Логика2;TYPE;;0;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,42807E+12;;;;Z#ACC_BOLL_2#INTERFACE.CLASS#ACC_BOLL_2;0;;;;;;;;;;0;;;;1,43052E+12;U;1,26003E+13
ACC_BOOL;Счет+Логика;TYPE;;0;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,39289E+12;;;;Z#ACC_BOOL#INTERFACE.CLASS#ACC_BOOL;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_BY_CUR;ФПЭ Счет по валюте;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,07028E+12;;;;Z#ACC_BY_CUR#INTERFACE.CLASS#ACC_BY_CUR;0;;SVU;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_BY_CUR_ARR;"Массив ""ФПЭ Счет по валюте""";TYPE;;0;;1E+23;TEMPORARY;COLLECTION;ACC_BY_CUR;;;;;;;0;0;1,07028E+12;;;;NUMBER;0;;SVU;;;;;;;;0;;;;-2,20899E+12;I;
ACC_CHECK;Справочник контролируемых счетов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,27014E+12;;;;Z#ACC_CHECK#INTERFACE.CLASS#ACC_CHECK;0;TRC;TRC;;;;SMALL;;;;0;;;|Weight 229367|;1,48447E+12;U;5,3452E+15
ACC_CL_407P_ARR;"Массив ""Счета клиентов для запросов РосФинМониторинга""";TYPE;;0;;1E+23;;COLLECTION;ACC_CL_REQ_407P;;;;;;;0;0;1,42435E+12;;;;NUMBER;0;;;;;;;;;;0;;;;1,43363E+12;U;7,59016E+13
ACC_CL_REQ_407P;Счета клиентов для запросов РосФинМониторинга;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,42843E+12;;;;Z#ACC_CL_REQ_407P#INTERFACE.CLASS#ACC_CL_REQ_407P;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_COAG_ARR;"Массив ""ФП Счета контрагента ЦБ""";TYPE;;0;;1E+23;;COLLECTION;ACC_COAG_NS;;;;;;;0;0;1,05835E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_COAG_NS;ФП Счета контрагента ЦБ;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,05835E+12;;;;Z#ACC_COAG_NS#INTERFACE.CLASS#ACC_COAG_NS;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_COAG_NS_REF;"Ссылка на ""ФП Счета контрагента ЦБ""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ACC_COAG_NS;;;;;;;0;0;1,05835E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_CONTR_PROC;Справочник контрольных процедур по счетам;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,49062E+12;;;;Z#ACC_CONTR_PROC#INTERFACE.CLASS#ACC_CONTR_PROC;0;;;;;;SMALL;;;;0;;;;1,4917E+12;U;5,8838E+15
ACC_CONTROL;Дополнительный контроль по счету;TYPE;;0;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,42461E+12;;;;Z#ACC_CONTROL#INTERFACE.CLASS#ACC_CONTROL;0;;;;;;;;;;0;;;;1,43054E+12;U;1,27005E+13
ACC_CORRESPO_ARR;"Массив ""Положение 207-П Корреспонденция счетов""";TYPE;;0;;1E+23;;COLLECTION;ACC_CORRESPOND;;;;;;;0;0;1,09343E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_CORRESPO_REF;"Ссылка на ""Положение 321-П Корреспонденция счетов""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ACC_CORRESPOND;;;;;;;0;0;1,22692E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_CORRESPOND;Положение 207-П Корреспонденция счетов;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,46236E+12;;;;Z#ACC_CORRESPOND#INTERFACE.CLASS#ACC_CORRESPOND;0;;;;;;SMALL;;;;0;;;|Weight 10660|;1,48447E+12;U;5,3452E+15
ACC_CRED_GROUP;Группировка счетов кредитов;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,42981E+12;;;;Z#ACC_CRED_GROUP#INTERFACE.CLASS#ACC_CRED_GROUP;0;;;;;;SMALL;;;;0;;;|Weight 5|;1,476E+12;U;3,5215E+15
ACC_DEPART;Счета по подразделениям;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,04429E+12;;;;Z#ACC_DEPART#INTERFACE.CLASS#ACC_DEPART;0;;;;;;SMALL;;;;0;;;|Weight 122080|;1,48447E+12;U;5,3452E+15
ACC_DEPART_ARR;"Массив ""Счета по подразделениям""";TYPE;;0;;1E+23;;COLLECTION;ACC_DEPART;;;;;;;0;0;1,02699E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_DEPART_GROUP;Группы подразделений для доступа к счетам;TYPE;;1;;1E+23;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,42322E+12;;;;Z#ACC_DEPART_GROUP#INTERFACE.CLASS#ACC_DEPART_GROUP;0;;;;;;SMALL;;;;0;;;|Weight 8|;1,476E+12;U;3,5215E+15
ACC_DEPT_ACCESS;Доступ к счетам другого подразделения;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,42366E+12;;;;Z#ACC_DEPT_ACCESS#INTERFACE.CLASS#ACC_DEPT_ACCESS;0;;;;;;SMALL;;;;0;;;|Weight 63|;1,476E+12;U;3,5215E+15
ACC_DEPT_GRP_REF;"Ссылка на ""Группы подразделений для доступа к счетам""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ACC_DEPART_GROUP;4,60446E+12;;;;;;0;0;1,42366E+12;;;;NUMBER;0;;;;;;;;;;0;;;;1,4319E+12;U;3,89008E+13
ACC_DOP_CORR;Счета. Корреспонденция счетов для ДРП;TYPE;;1;;1E+20;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,48457E+12;;;;Z#ACC_DOP_CORR#INTERFACE.CLASS#ACC_DOP_CORR;0;;;;;;SMALL;;;;0;;;;1,48988E+12;U;5,7452E+15
ACC_EXCEP;Взаимодействие с ШД. Исключения для счетов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,30132E+12;;;;Z#ACC_EXCEP#INTERFACE.CLASS#ACC_EXCEP;0;SD;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_FIN_REF;"Ссылка на ""Финансовые счета""";TYPE;;1;;1E+14;REFERENCE;REFERENCE;AC_FIN;4592;;;;;;0;0;1,07324E+12;;;;NUMBER;0;;CORE;;;;MEDIUM;;;;0;;;|Weight 37141|;1,476E+12;U;3,5215E+15
ACC_FIN_TMP;Временная таблица финансовых счетов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,39895E+12;;;;Z#ACC_FIN_TMP#INTERFACE.CLASS#ACC_FIN_TMP;0;;;;;;;;;P;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_FIRST_MOVE;Счета. Дата первой операции;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,37727E+12;;;;Z#ACC_FIRST_MOVE#INTERFACE.CLASS#ACC_FIRST_MOVE;0;;;;;;SMALL;;;;0;;;|Weight 15243424|;1,476E+12;U;3,5215E+15
ACC_FOR_PAY;Счета внутрихозяйственных расчетов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,20619E+12;;;;Z#ACC_FOR_PAY#INTERFACE.CLASS#ACC_FOR_PAY;0;;;;;;SMALL;;;;0;;;|Weight 105229|;1,48447E+12;U;5,3452E+15
ACC_G2BK;Счета G2BK;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,47696E+12;;;;Z#ACC_G2BK#INTERFACE.CLASS#ACC_G2BK;0;;;;;;SMALL;;;;0;;;;1,47961E+12;U;4,8371E+15
ACC_HIST;История изменения атрибутов счёта;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,50097E+12;;;;Z#ACC_HIST#INTERFACE.CLASS#ACC_HIST;0;;;;;;SMALL;;;;0;;;;1,5026E+12;U;6,734E+15
ACC_IBAN;Счета IBAN;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,08914E+12;;;;Z#ACC_IBAN#INTERFACE.CLASS#ACC_IBAN;0;TRC;;;;;SMALL;;;;0;;;|Weight 45|;1,476E+12;U;3,5215E+15
ACC_INFO;Информация по счету на дату;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,083E+12;;;;Z#ACC_INFO#INTERFACE.CLASS#ACC_INFO;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_INFO_ARR;"Массив ""Информация по счету на дату""";TYPE;;0;;1E+23;;COLLECTION;ACC_INFO;;;;;;;0;0;1,11809E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_JOURNAL__ARR;"Массив ""Счета в журнале регистрации юр. дел клиентов""";TYPE;;0;;1E+23;;COLLECTION;ACC_JOURNAL_CL;;;;;;;0;0;1,2385E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_JOURNAL_CL;Счета в журнале регистрации юр. дел клиентов;TYPE;;1;;1E+20;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,36605E+12;;;;Z#ACC_JOURNAL_CL#INTERFACE.CLASS#ACC_JOURNAL_CL;0;;;;;;SMALL;;;;0;;;|Weight 2906087|;1,48447E+12;U;5,3452E+15
ACC_LIM_WORK;Положение 322-П. Счета для обработки;TYPE;;1;;1E+20;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,48672E+12;;;;Z#ACC_LIM_WORK#INTERFACE.CLASS#ACC_LIM_WORK;0;;;;;;SMALL;;;;0;;;;1,50259E+12;U;6,734E+15
ACC_LIM_WORK_ARR;"Массив ""Положение 322-П. Счета для обработки""";TYPE;;0;;1E+23;;COLLECTION;ACC_LIM_WORK;;;;;;;0;0;1,24472E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_LINK;Виды связанных счетов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;9,58748E+11;;;;Z#ACC_LINK#INTERFACE.CLASS#ACC_LINK;0;;;;;;SMALL;;;;0;;;|Weight 26|;1,476E+12;U;3,5215E+15
ACC_LINK_REF;"Ссылка на ""Виды связанных счетов""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ACC_LINK;;;;;;;0;0;9,58749E+11;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_LINKS;Инфобанк. Разовая разноска. Соответствие  счетов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,43134E+12;;;;Z#ACC_LINKS#INTERFACE.CLASS#ACC_LINKS;0;INFB;;;;;SMALL;;;;0;;;|Weight 3622750|;1,476E+12;U;3,5215E+15
ACC_LINKS_ARR;"Массив ""Инфобанк. Разовая разноска. Соответствие  счетов""";TYPE;;0;;1E+23;;COLLECTION;ACC_LINKS;;;;;;;0;0;1,43082E+12;;;;NUMBER;0;;;;;;;;;;0;;;;1,43414E+12;U;8,58014E+13
ACC_LIST;ФПЭ Справочник счетов для шаблона;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,05008E+12;;;;Z#ACC_LIST#INTERFACE.CLASS#ACC_LIST;0;;;;;;SMALL;;;;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_LIST_1036;1036. Список счетов;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,40422E+12;;;;Z#ACC_LIST_1036#INTERFACE.CLASS#ACC_LIST_1036;0;;;;;;;;;P;0;;;|Weight 0|;1,476E+12;U;3,5215E+15
ACC_LIST_ARR;"Массив ""ФПЭ Справочник счетов для шаблона""";TYPE;;0;;1E+23;;COLLECTION;ACC_LIST;;;;;;;0;0;9,58663E+11;;;;NUMBER;0;;#IFS#;;;;;;;;0;;;;-2,20899E+12;I;
ACC_LORO;Счета ЛОРО;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,38262E+12;;;;Z#ACC_LORO#INTERFACE.CLASS#ACC_LORO;0;TRC;;;;;SMALL;;;;0;;;|Weight 1646|;1,48447E+12;U;5,3452E+15
ACC_LORO_REF;"Ссылка на ""Счета ЛОРО""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ACC_LORO;;;;;;;0;0;1,35271E+12;;;;NUMBER;0;;trnz;;;;;;;;0;;;;-2,20899E+12;I;
ACC_MASK_FOR_ARR;"Массив ""Маски счета для отчета""";TYPE;;0;;1E+23;;COLLECTION;ACC_MASK_FOR_REP;;;;;;;0;0;1,262E+12;;;;NUMBER;0;;REP_OPER_VAL;;;;;;;;0;;;;-2,20899E+12;I;
ACC_MASK_FOR_REP;Маски счета для отчета;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,26202E+12;;;;Z#ACC_MASK_FOR_REP#INTERFACE.CLASS#ACC_MASK_FOR_REP;0;;REP_OPER_VAL;;;;SMALL;;;;0;;;|Weight 100|;1,476E+12;U;3,5215E+15
ACC_MASK_STR_ARR;"Массив ""Шаблон счета""";TYPE;;0;;1E+23;;COLLECTION;ACC_MASK_STRUCT;;;;;;;0;0;1,3244E+12;;;;NUMBER;0;;PRNACCMV_RTF;;;;;;;;0;;;;-2,20899E+12;I;
ACC_MASK_STRUCT;Шаблон счета;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;0;0;1,32492E+12;;;;Z#ACC_MASK_STRUCT#INTERFACE.CLASS#ACC_MASK_STRUCT;0;;PRNACCMV_RTF;;;;SMALL;;;;0;;;|Weight 38091|;1,48447E+12;U;5,3452E+15
ACC_MD_DOP_REQ;Счета. Изменившиеся документы и счета;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,38022E+12;;;;Z#ACC_MD_DOP_REQ#INTERFACE.CLASS#ACC_MD_DOP_REQ;0;NSI;;;;;SMALL;;;;0;;;|Weight 38923601|;1,48447E+12;U;5,3452E+15
ACC_MOVE_SET;ОП Настройки выписки;TYPE;;1;;1E+14;STRUCTURE;STRUCTURE;;;;;;;;1;0;1,27522E+12;;;;Z#ACC_MOVE_SET#INTERFACE.CLASS#ACC_MOVE_SET;0;REPS;;;;;SMALL;;;;0;;;|Weight 728|;1,48447E+12;U;5,3452E+15
ACC_MOVE_SET_REF;"Ссылка на ""ОП Настройки выписки.""";TYPE;;0;;1E+14;REFERENCE;REFERENCE;ACC_MOVE_SET;;;;;;;0;0;1,05948E+12;;;;NUMBER;0;;;;;;;;;;0;;;;-2,20899E+12;I;
ACC_NAME;Наименование счета;TYPE;;0;;1E+14;;STRING;;;255;;;;;0;0;1,22158E+12;;;;VARCHAR2;0;;;;;;;;;;0;;;;-2,20899E+12;I;
